Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_441.jpg;0;0;0;-0.6009369;128.2346;119.0071;0.001283982;112.7487;0.7447746
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_507.jpg;0;0;0.1000199;-0.5983675;128.2483;118.9746;0.01763151;112.7468;0.6924042
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_574.jpg;0;0;0.3014342;-0.4464098;128.257;118.9543;0.5500853;112.747;0.5701722
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_641.jpg;0;0;0.500811;-0.203766;128.257;118.9541;1.155069;112.7494;0.3739233
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_707.jpg;0;0;0.7002661;-0.1457198;128.2571;118.9539;1.523803;112.7606;0.04974836
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_774.jpg;0;0;0.9026309;-0.08844969;128.257;118.9536;1.50098;112.7536;359.6806
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_841.jpg;0;0;1;0.07963858;128.2569;118.9536;1.195943;112.7499;359.601
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_907.jpg;0;0;1;0.132953;128.2568;118.9537;0.7645402;112.7443;359.6745
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_27_974.jpg;0;0;1;0.1326268;128.2567;118.9539;0.18748;112.7406;359.8023
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_040.jpg;0;0;1;0.1253651;128.2567;118.954;359.7857;112.7396;359.8933
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_107.jpg;0;0;1;0.1125932;128.2567;118.9542;359.4173;112.7397;359.9783
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_174.jpg;0;0;1;0.0937931;128.2567;118.9544;359.0219;112.7426;0.03973591
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_241.jpg;0;0;1;0.07208557;128.2566;118.9545;358.806;112.7438;0.04380631
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_307.jpg;0;0;1;0.02926726;128.257;118.9547;358.707;112.7426;359.9885
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_374.jpg;0;0;1;0;128.2564;118.9544;358.7628;112.7431;-0.003502542
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_441.jpg;0;0;0;-0.02669997;128.2566;118.9545;358.8747;112.7431;-0.0004776584
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_507.jpg;0;0;0;-0.03623439;128.2567;118.9545;358.9969;112.7432;0.004169589
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_574.jpg;0;0;0.200925;-0.0397293;128.2567;118.9544;359.1759;112.7433;0.01331316
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_641.jpg;0;0;0.399828;-0.0417783;128.2568;118.9544;359.3175;112.7434;0.01916322
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_707.jpg;0;0;0.6013201;-0.04305338;128.2568;118.9543;359.4618;112.7434;0.0241
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_774.jpg;0;0;0.8012549;-0.04297658;128.2569;118.9542;359.6536;112.7434;0.02923027
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_841.jpg;0;0;1;-0.04208413;128.2569;118.9542;359.7933;112.7433;0.03201494
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_907.jpg;0;0;1;-0.03975722;128.2569;118.9541;359.9269;112.7433;0.03393273
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_28_974.jpg;0;0;1;-0.03727151;128.2569;118.9541;0.09183031;112.7431;0.03512989
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_041.jpg;0;0;1;-0.03425318;128.2569;118.954;0.2033216;112.743;0.03507721
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_107.jpg;0;0;1;-0.02956836;128.257;118.954;0.3028114;112.743;0.03429128
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_174.jpg;0;0;1;-0.02568692;128.257;118.9539;0.4150394;112.7429;0.03224637
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_241.jpg;0;0;1;-0.02159837;128.257;118.9539;0.4830312;112.7429;0.03008164
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_307.jpg;0;0;1;-0.01598729;128.257;118.9539;0.5350412;112.7428;0.02567054
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_374.jpg;0;0;1;-0.01066511;128.257;118.9539;0.5771527;112.7428;0.013763
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_440.jpg;0;0;1;0;128.257;118.9539;0.5916032;112.7428;0.003507062
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_507.jpg;0;0;1;0;128.257;118.9539;0.5925523;112.7428;-0.005365473
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_573.jpg;0;0;1;0;128.257;118.9539;0.574324;112.7428;359.9863
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_641.jpg;0;0;1;0;128.257;118.9539;0.5489781;112.7428;359.981
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_707.jpg;0;0;1;0.0101766;128.257;118.9539;0.5149419;112.7428;359.9766
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_774.jpg;0;0;0;0.01233843;128.2569;118.9539;0.4582628;112.7428;359.972
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_841.jpg;0;0;0;0.01412297;128.2569;118.9539;0.4090138;112.7428;359.9696
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_907.jpg;0;0.1992838;0;0.02508614;128.2565;118.9551;0.3823304;112.7608;359.9679
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_29_974.jpg;0;0.3999689;0;0.03107474;128.2556;118.9573;0.354367;112.7962;359.9669
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_040.jpg;0;0.5997838;0;0.0436715;128.2541;118.9608;0.3711607;112.9157;359.9665
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_107.jpg;0;0.7985609;0;0.08805774;128.2514;118.9671;0.4445581;112.9404;359.9675
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_174.jpg;0;0.999012;0;0.136406;128.2457;118.9801;0.6136892;112.7177;359.9938
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_241.jpg;0;1;0;0.1933835;128.2395;118.9951;0.81789;112.7144;0.005225094
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_307.jpg;0;1;0;0.2509102;128.2323;119.0126;1.032709;112.8771;-0.002370421
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_374.jpg;0;1;0;0.2893205;128.221;119.0395;1.285002;112.9363;-0.003069795
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_441.jpg;0;1;0;0.3527507;128.2127;119.0597;1.270467;112.8603;0.0001374647
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_507.jpg;0;1;0;0.418413;128.2039;119.0812;1.149106;112.83;0.0007604383
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_574.jpg;0;0.800542;0;0.4713765;128.1897;119.1154;1.076662;112.8194;0.000116574
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_641.jpg;0;0.5999289;0;0.5198289;128.1775;119.1447;1.083725;112.7805;-0.0002230349
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_707.jpg;0;0.4010677;0;0.5337708;128.1648;119.1753;1.092305;112.6431;0.001107719
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_774.jpg;0;0.2002658;0;0.5625251;128.1475;119.217;1.083621;112.6431;0.0001541471
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_841.jpg;0;0;0;0.5705559;128.1346;119.2483;1.05072;112.6195;3.006055E-05
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_908.jpg;0;0;0;0.5737224;128.1219;119.2792;0.9896348;112.6147;-6.284178E-05
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_30_974.jpg;0;0;0;0.5722425;128.1052;119.3196;0.8718386;112.6118;0.001724676
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_041.jpg;0;0;0;0.5707182;128.0927;119.3494;0.7635024;112.6116;0.006860413
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_108.jpg;0;0;0;0.5686021;128.0804;119.3789;0.640791;112.6116;0.01171992
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_175.jpg;0;0;0;0.5669368;128.0642;119.4179;0.4638319;112.6116;0.01715611
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_241.jpg;0;0;0;0.5652067;128.0521;119.447;0.327626;112.6117;0.02041444
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_308.jpg;0;0;0;0.5628043;128.04;119.476;0.193397;112.6117;0.02296577
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_374.jpg;0;0;0;0.5609365;128.0239;119.5147;0.02405245;112.6117;0.02528962
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_441.jpg;0;0;0;0.5590185;128.0118;119.5438;359.9083;112.6117;0.02625742
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_507.jpg;-2.995427;0;0;0.5563129;128.0001;119.5731;359.8045;112.5422;0.01647551
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_574.jpg;-6.002371;0;0;0.5538547;127.9855;119.6127;359.6864;112.2744;359.979
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_641.jpg;-5.992565;0;0;0.5510616;127.9749;119.6426;359.6147;112.0132;359.9435
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_707.jpg;-2.995201;0;0;0.5486155;127.9637;119.6727;359.5677;111.8423;359.9302
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_774.jpg;0;0;0;0.5464748;127.9479;119.7129;359.5362;111.7886;359.9414
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_841.jpg;0;0;0;0.5443642;127.9358;119.743;359.5309;111.7892;359.9568
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_907.jpg;0;0;0;0.5416165;127.9237;119.7733;359.5363;111.7892;359.9708
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_31_974.jpg;0;0;0;0.5396105;127.9075;119.8137;359.5581;111.7892;359.9883
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_042.jpg;0;0;0;0.5376253;127.8954;119.844;359.5834;111.7893;0.0003602686
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_108.jpg;0;0;0;0.5350148;127.8833;119.8744;359.6146;111.7893;0.0113597
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_175.jpg;0;0;0;0.5261307;127.8675;119.9132;359.6204;111.7559;0.03916723
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_241.jpg;-2.988136;0;0;0.5061802;127.857;119.9402;359.5649;111.6401;0.06282835
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_307.jpg;-3.002449;0;0;0.4803155;127.8471;119.965;359.4434;111.4817;0.1187687
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_374.jpg;0;0;0;0.4623063;127.834;119.9952;359.2281;111.4202;0.2354474
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_441.jpg;0;0;0;0.44429;127.8247;120.0162;359.0378;111.4098;0.3339944
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_508.jpg;0;0;0;0.4203038;127.816;120.0361;358.8346;111.4005;0.4338548
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_575.jpg;0;0;0;0.4009949;127.805;120.0623;358.6465;111.3815;0.5471641
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_641.jpg;0;0;0;0.3786092;127.796;120.0816;358.5946;111.3947;0.7123278
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_708.jpg;0;0;0;0.3503753;127.7871;120.1014;358.6344;111.4509;0.9164667
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_774.jpg;0;0;0;0.3515302;127.7753;120.1322;358.9279;111.5827;1.094667
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_841.jpg;0;0;0;0.3526256;127.7662;120.1558;359.1666;111.6762;1.156687
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_908.jpg;0;0;0;0.3574601;127.757;120.1786;359.3456;111.7817;1.165077
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_32_975.jpg;0;0;0;0.3645491;127.7454;120.2058;359.3733;111.9217;1.139424
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_041.jpg;0;0;0;0.3633699;127.7372;120.2246;359.3082;112.005;1.104258
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_109.jpg;0;0;0;0.3564787;127.7293;120.2425;359.2082;112.093;1.051067
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_175.jpg;0;0;0;0.3510466;127.7187;120.2658;359.0801;112.2166;0.9704402
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_241.jpg;0;0;0;0.3453345;127.7108;120.2831;358.9901;112.3093;0.9116978
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_308.jpg;0;0;0;0.337638;127.703;120.3001;358.907;112.4019;0.856135
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_375.jpg;0;0;0;0.3316479;127.6924;120.3225;358.8179;112.5466;0.810042
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_408.jpg;0;0;0;0.32483;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_441.jpg;0;0;0;0.32483;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_474.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_508.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_541.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_575.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_608.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_641.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_674.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_708.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_741.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_774.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_808.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_841.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_874.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_908.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_941.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
/Users/pavankumar/Documents/MyCourses/Udacity /Robotics Software Engineer /aProjects Folder/Autonomous_Nav_Mapping_Roversim/IMG/robocam_2020_05_01_10_03_33_974.jpg;0;0;0;0;127.6897;120.3279;358.7963;112.586;0.8121344
